適用規格,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,孔口標高,総掘進長,柱状図様式,掘進角度,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,N値記録用具_コード,ポンプ_名称,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,色調_色調名,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,バージョン変換情報,ボーリング連番,調査期間_開始年月日,掘進方向,地盤勾配,ハンマー落下用具_名称,N値記録用具_名称,櫓種類コード,岩石土区分_岩相,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,試料採取_上端深度,試料採取_下端深度,試料採取_採取方法コード,試料採取_試料番号,試料採取_採取方法
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54363382004,15,136,24,30.24766,36,19,31.08363,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-11-01,木村建設株式会社,不明,不明,不明,不明,4.35,9,1,0,不明,9,不明,4,9,不明,9.00,軟岩､風化岩,1,S,531211000,9.00,灰青,9.15,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200002,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス花坂地質調査作業,01,05,54364369002,11,136,29,20.4168,36,23,13.06692,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1983-08-01,金沢鑿泉株式会社,不明,不明,不明,不明,22.95,5,1,0,不明,9,不明,9,9,不明,5.00,不明,1,,,5.00,不明,5.15,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369016,18,136,29,35.81505,36,23,28.16548,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,23.98,10,1,0,不明,9,不明,3,9,不明,10.00,軟岩､風化岩,1,V,532300000,10.00,灰,7.00,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(大長野～千代)地質調査作業,01,01,54364398004,7,136,28,41.91619,36,24,56.04766,09,1,1,5436,43,98,建設省北陸地方建設局金沢工事事務所,1990-12-01,株式会社ホクコク地水,不明,不明,不明,不明,27.75,21,1,0,不明,9,不明,4,9,不明,21.00,礫質土,1,GF,531100000,21.00,暗灰,21.15,50,28,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,14.15,14.45,100,,
JIS A 0206-2008,梯大橋地質調査作業,01,05,54364396001,3,136,27,10.42191,36,24,55.03869,09,1,1,5436,43,96,建設省北陸地方建設局金沢工事事務所,1987-08-01,金沢鑿泉株式会社,不明,不明,不明,不明,1.43,35,1,0,不明,9,不明,3,9,不明,35.00,砂,1,S,531211000,35.00,青灰褐,35.15,50,24,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,16.00,16.75,250,,不明
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369017,18,136,29,37.31498,36,23,27.06573,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,23.03,6,1,0,不明,9,不明,3,9,不明,6.00,軟岩､風化岩,1,S-C,531213004,6.00,灰,6.00,99,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54363382005,15,136,24,29.24777,36,19,30.4837,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-11-01,木村建設株式会社,不明,不明,不明,不明,4.99,8,1,0,不明,9,不明,4,9,不明,8.00,軟岩､風化岩,1,C,532100000,8.00,褐,8.15,50,16,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200002,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡～花坂)地質調査作業,01,13,54364369003,8,136,29,34.11574,36,23,14.76743,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1982-12-01,北国鑿泉株式会社,不明,不明,不明,不明,27.18,7,1,0,不明,9,不明,9,9,不明,7.00,不明,1,S,531211000,7.00,不明,7.15,50,8,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷拡幅(南郷～花房)地質調査,01,12,54363255007,10,136,18,41.6894,36,17,46.18891,09,1,1,5436,32,54,建設省北陸地方建設局金沢工事事務所,1989-12-01,日本工営株式会社,不明,不明,不明,不明,9.68,11,1,0,不明,9,不明,3,9,不明,11.00,軟岩､風化岩,1,V,532300000,11.00,暗灰,11.00,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200002,,,,,,,,,,5.20,6.05,250,,
JIS A 0206-2008,小松バイパス地質調査,18,21,29-G-1,1177,136,29,50.838,36,24,34.332,02,1,1,5436,43,99,建設省金沢工事事務所調査二課,1967-03-08,不明,不明,不明,不明,不明,4,15.3,1,0,不明,9,不明,9,9,不明,015.30,砂礫,1,GS,531120000,015.30,青灰色,015.15,31,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1163,1967-03-06,0,0,不明,その他,9,599200003,013.50,015.30,礫はφ5cm内外\n,015.30,31,30,015.30,0,0,,,,,
JIS A 0206-2008,南郷道路土質調査作業,18,21,31-D-53,1177,136,19,16.989,36,17,55.102,02,1,1,5436,32,55,建設省金沢工事事務所調査二課,1973-08-26,不明,不明,不明,不明,不明,8,25.1,1,0,不明,9,不明,9,9,不明,025.10,泥岩,1,Ms,111300002,025.10,緑青灰色,025.10,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1177,1973-08-24,0,0,不明,その他,9,599200001,021.50,023.40,礫φ2～30m/m内外\n中砂主体\n,025.10,50,10,025.10,0,0,19.00,19.77,250,6,T
JIS A 0206-2008,単価契約地質調査作業(小松バイパス),01,05,54364379006,3,136,29,27.41408,36,24,10.85842,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1993-01-01,(株)ホクコク地水,不明,不明,不明,不明,4.33,12.7,1,0,不明,9,不明,4,9,不明,12.70,粘土混り礫,1,G-C,531113004,12.70,暗緑灰,18.15,50,1,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平地区地質調査・解析業務委託,01,01,54364772007,14,136,54,25.86561,36,23,55.89379,09,1,1,5436,47,72,建設省北陸地方建設局富山工事事務所,1978-07-01,日本工営株式会社,不明,不明,不明,不明,321.9,19,1,90,不明,9,不明,9,9,不明,19.00,軟岩､風化岩,1,GC-S,531132040,19.00,淡灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,0,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54364316004,15,136,27,2.22978,36,20,54.87976,09,1,1,5436,43,16,建設省北陸地方建設局金沢工事事務所,1988-10-01,木村建設株式会社,不明,不明,不明,不明,10.16,11,1,0,不明,9,不明,9,9,不明,11.00,軟岩､風化岩,1,S,531211000,11.00,緑灰,11.15,50,17,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364379004,18,136,29,29.31436,36,23,58.96038,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,7.47,10,1,0,不明,9,不明,3,9,不明,10.00,軟岩､風化岩,1,,,10.00,淡灰,10.00,99,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス地質調査作業,18,21,30-F-32,1177,136,26,11.207,36,20,25.235,02,1,1,5436,43,04,建設省金沢工事事務所調査二課,1974-03-09,不明,不明,不明,不明,不明,6,14.3,1,0,不明,9,不明,9,9,不明,014.30,粘土質中砂,1,MSC,531231240,014.30,黄灰色,014.15,16,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1161,1974-03-01,0,0,不明,その他,9,,000.80,014.30,粒度分布の良い砂である\n凝灰質\n砂は指圧程度でつぶれ、容易に粘土化する\n全体にルーズである\n所々に鉄分の集積が見られる\n,014.30,16,30,014.30,0,0,11.00,11.30,100,4,P
JIS A 0206-2008,南郷道路土質調査作業,18,21,31-D-51,1177,136,19,18.139,36,17,54.892,02,1,1,5436,32,55,建設省金沢工事事務所調査二課,1973-08-21,不明,不明,不明,不明,不明,8,28.11,1,0,不明,9,不明,9,9,不明,028.11,泥岩,1,Ms,111300002,028.11,緑青灰色,028.00,50,06,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1175,1973-08-18,0,0,不明,その他,9,599200001,025.95,027.15,礫φ5～15m/m内外\n中砂多い\n,028.11,50,06,028.11,0,0,23.00,23.70,250,6,T
JIS A 0206-2008,地質調査作業単価契約(八幡跨道橋その2),01,05,54364369029,5,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1993-02-01,(株)ホクコク地水,不明,不明,不明,不明,25.24,18,1,0,不明,9,不明,4,9,不明,18.00,軟岩､風化岩,1,S-M,531213003,18.00,淡黄灰,18.15,50,15,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369015,18,136,29,37.11495,36,23,28.16555,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,20.2,8,1,0,不明,9,不明,3,9,不明,8.00,軟岩､風化岩,1,,,8.00,灰褐,5.15,50,25,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス花坂地質調査作業,01,05,54364369001,11,136,29,21.41677,36,23,12.06713,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1983-09-01,金沢鑿泉株式会社,不明,不明,不明,不明,24.05,6,1,0,不明,9,不明,9,9,不明,6.00,不明,1,GF,531100000,6.00,不明,6.15,50,8,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,梯大橋地質調査作業,01,05,54364396002,3,136,27,10.42191,36,24,55.03869,09,1,1,5436,43,96,建設省北陸地方建設局金沢工事事務所,1987-08-01,金沢鑿泉株式会社,不明,不明,不明,不明,1.64,35,1,0,不明,9,不明,3,9,不明,35.00,砂,1,S,531211000,35.00,黄灰褐,35.15,50,20,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,15.00,15.85,250,,不明
JIS A 0206-2008,梯大橋地質調査作業,01,05,54364396003,3,136,27,10.42191,36,24,55.03869,09,1,1,5436,43,96,建設省北陸地方建設局金沢工事事務所,1987-08-01,金沢鑿泉株式会社,不明,不明,不明,不明,1.72,37,1,0,不明,9,不明,3,9,不明,37.00,砂,1,S,531211000,37.00,黄赤褐,37.15,50,27,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,16.00,16.85,250,,不明
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369014,18,136,29,36.01497,36,23,29.66526,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,26.91,21,1,0,不明,9,不明,3,9,不明,21.00,軟岩､風化岩,1,S,531211000,21.00,灰,18.15,50,14,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(八幡跨道橋その3),01,05,54364369028,3,136,29,34.81481,36,23,35.56429,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1993-03-01,(株)ホクコク地水,不明,不明,不明,不明,24.14,12,1,0,不明,9,不明,4,9,不明,12.00,軟岩､風化岩,1,S-M,531213003,12.00,白灰褐,12.00,50,0,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷道路土質調査作業,18,21,31-D-50,1177,136,19,17.229,36,17,54.912,02,1,1,5436,32,55,建設省金沢工事事務所調査二課,1973-08-30,不明,不明,不明,不明,不明,8,30,1,0,不明,9,不明,9,9,不明,030.00,泥岩,1,Ms,111300002,030.00,暗青灰色,028.40,43,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1174,1973-08-27,0,0,不明,その他,9,599200001,021.60,029.00,礫φ2～30m/m\n砂は中～粗砂\n礫φmax85m/m位\n透水激しい\n粘土含む\n28.5m～　粘土含む\n,030.00,43,30,030.00,0,0,19.00,19.75,250,6,T
JIS A 0206-2008,平地区地質調査・解析業務委託,01,01,54364772006,14,136,54,27.36548,36,23,56.0938,09,1,1,5436,47,72,建設省北陸地方建設局富山工事事務所,1978-06-01,日本工営株式会社,不明,不明,不明,不明,321.97,15,1,90,不明,9,不明,9,9,不明,15.00,軟岩､風化岩,1,GC-S,531132040,15.00,淡灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,0,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,甚之助谷地すべり調査作業,09,13,54361651001,2,136,45,34.94063,36,7,50.30667,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1989-01-01,応用地質株式会社,不明,不明,不明,不明,1772.2,50,1,0,不明,9,不明,9,9,不明,50.00,軟岩､風化岩,1,,,50.00,黒灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和62年度南郷拡幅(吸坂)地質調査作業,01,11,54363257001,3,136,20,8.48032,36,18,4.78886,09,1,1,5436,32,66,建設省北陸地方建設局金沢工事事務所,1988-01-01,株式会社　興和,不明,不明,不明,不明,48.75,35.17,1,0,不明,9,不明,4,9,不明,35.17,軟岩､風化岩,1,G,531111000,35.17,暗褐灰,35.15,50,2,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,23.15,23.45,100,,
JIS A 0206-2008,南郷拡幅(黒瀬～南郷)地質調査業務委託,01,01,54363257005,11,136,20,34.67708,36,18,9.58909,09,1,1,5436,32,67,建設省北陸地方建設局金沢工事事務所,1988-08-01,木村建設(株),不明,不明,不明,不明,7.31,20,1,0,不明,9,不明,2,9,不明,20.00,礫質土,1,GF,531100000,20.00,暗灰,20.15,55,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和61年度小松B.P法面対策調査業務委託,01,13,54364316001,2,136,27,2.92969,36,20,56.57953,09,1,1,5436,43,16,建設省北陸地方建設局金沢工事事務所,1986-12-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,40.26,17.3,1,0,不明,9,不明,4,9,不明,17.30,粘土混り礫質土,1,S,531211000,17.30,黄褐,17.15,50,15,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平地区地質調査・解析業務委託,01,01,54364772002,14,136,54,12.36659,36,23,59.69322,09,1,1,5436,47,72,建設省北陸地方建設局富山工事事務所,1978-06-01,日本工営株式会社,不明,不明,不明,不明,321.26,14,1,0,不明,9,不明,4,9,不明,14.00,砂利・礫混り砂,1,GS,531121000,14.00,褐,13.15,30,15,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,手取川大橋土質調査,18,21,27-F-43,1177,136,29,39.102,36,27,46.16,02,1,1,5436,53,59,建設省金沢工事々務所調査二課,1973-01-19,不明,不明,不明,不明,不明,10,27,1,0,不明,9,不明,9,9,不明,027.00,砂礫,1,GS,531120000,027.00,茶褐色～黄褐色,027.00,50,0,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1038,1973-01-07,0,0,不明,その他,9,,018.60,027.00,19m附近\nφ10～70m/m\n20m試料入らず\n21m試料脱落\nφ20～100m/m大の礫\n22m附近\nφ3～5m/m大の小礫\n礫:砂=7:3\n23.50～23.60m間\n黒色シルト薄層あり\n23.80～24.50m間\nシルトの薄層あり\n,027.00,50,00,027.00,0,0,,,,,
JIS A 0206-2008,小松バイパス地質調査作業,18,21,30-F-29,1177,136,27,2.72,36,21,20.52,02,1,1,5436,43,26,建設省金沢工事事務所調査二課,1974-03-20,不明,不明,不明,不明,不明,14,28.22,1,0,不明,9,不明,9,9,不明,028.22,砂礫,1,GS,531120000,028.22,黄茶褐灰色,028.15,50,22,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1158,1974-03-10,0,0,不明,その他,9,,023.10,028.22,礫径はφ30m/m～φ100m/m\n所々粘土を多くはさむ\nφ100m/m以上の礫もまれに混入する\n,028.22,50,22,028.22,0,0,25.00,25.30,250,8,T
JIS A 0206-2008,南郷道路土質調査作業,18,21,31-D-46,1177,136,19,16.939,36,17,54.732,02,1,1,5436,32,55,建設省金沢工事事務所調査二課,1973-08-27,不明,不明,不明,不明,不明,8,28,1,0,不明,9,不明,9,9,不明,028.00,泥岩,1,Ms,111300002,028.00,不明,027.00,50,08,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1170,1973-08-22,0,0,不明,その他,9,599200001,025.55,026.80,固結粘土（泥岩）多い。\nボロボロした感じである。\n,028.00,50,08,028.00,0,0,17.70,18.50,250,5,T
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369010,18,136,29,35.11477,36,23,36.16422,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,22.87,16,1,0,不明,9,不明,3,9,不明,16.00,軟岩､風化岩,1,SC,531231040,16.00,黄緑灰,16.00,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54363382002,15,136,24,33.44729,36,19,32.8834,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-11-01,木村建設株式会社,不明,不明,不明,不明,6.34,10,1,0,不明,9,不明,4,9,不明,10.00,軟岩､風化岩,1,GF,531100000,10.00,灰褐,10.00,50,6,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡～花坂)地質調査作業,01,13,54364369004,8,136,29,32.31581,36,23,16.16711,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1982-12-01,北国鑿泉株式会社,不明,不明,不明,不明,28,10,1,0,不明,9,不明,9,9,不明,10.00,不明,1,GF,531100000,10.00,不明,10.15,50,8,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(小松バイパスその1),01,01,54364398002,5,136,29,1.41475,36,25,4.24812,09,1,1,5436,53,08,建設省北陸地方建設局金沢工事事務所,1991-01-01,株式会社ホクコク地水,不明,不明,不明,不明,3.37,25,1,0,不明,9,不明,4,9,不明,25.00,砂,1,S,531211000,25.00,青灰,25.15,50,27,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,梯川樋管地質調査作業,08,01,54364396006,1,136,27,16.3214,36,24,59.03857,09,1,1,5436,43,96,建設省北陸地方建設局金沢工事事務所,1992-08-01,株式会社日本パブリック,不明,不明,不明,不明,2.4,32,1,0,不明,9,不明,3,9,不明,32.00,砂,1,S,531211000,32.00,淡褐,32.15,18,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200002,,,,,,,,,,32.00,32.50,100,,
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54363382003,15,136,24,31.44752,36,19,31.78354,09,1,1,5436,33,92,建設省北陸地方建設局金沢工事事務所,1988-11-01,木村建設株式会社,不明,不明,不明,不明,4.14,8,1,0,不明,9,不明,4,9,不明,8.00,軟岩､風化岩,1,S,531211000,8.00,暗灰,8.15,50,29,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡～花坂)地質調査作業,01,13,54364369005,8,136,29,30.4159,36,23,17.46681,09,1,1,5436,43,69,建設省北陸地方建設局金沢工事事務所,1982-12-01,北国鑿泉株式会社,不明,不明,不明,不明,33.39,17,1,0,不明,9,不明,9,9,不明,17.00,不明,1,S,531211000,17.00,不明,17.15,50,7,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364369011,18,136,29,35.3148,36,23,34.86443,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,14.84,10,1,0,不明,9,不明,3,9,不明,10.00,軟岩､風化岩,1,,,10.00,不明,10.15,50,18,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷道路土質調査作業,18,21,31-D-47,1177,136,19,17.879,36,17,55.152,02,1,1,5436,32,55,建設省金沢工事事務所調査二課,1973-09-04,不明,不明,不明,不明,不明,8,26.15,1,0,不明,9,不明,9,9,不明,026.15,泥岩,1,Ms,111300002,026.15,青灰色,026.10,50,05,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1171,1973-09-01,0,0,不明,その他,9,599200001,023.30,026.15,粘土化している。\n風化著しい。\n,026.15,50,05,026.15,0,0,17.80,18.55,250,6,T
JIS A 0206-2008,小松市立小松犬丸小学校地質水質揚水試験,18,21,28-F-26,1177,136,27,33.218,36,25,39.041,02,1,1,5436,53,16,建設省金沢工事事務所調査二課,1965-03-01,不明,不明,不明,不明,不明,2,24.45,1,0,不明,9,不明,9,9,不明,024.45,砂礫,1,GS,531120000,024.45,黄灰色,024.15,41,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1039,1965-03-01,0,0,不明,その他,9,599200003,010.90,024.45,含水多く\n礫砂(微粒砂)の互層状態を呈す\n処々に玉石点在し下部に従い礫大きくなる\n,024.45,41,30,024.45,0,0,,,,,
JIS A 0206-2008,平地区地質調査・解析業務委台,01,01,54364772003,14,136,54,23.06587,36,23,54.89384,09,1,1,5436,47,72,建設省北陸地方建設局富山工事事務所,1978-07-01,日本工営株式会社,不明,不明,不明,不明,327.28,11.5,1,0,不明,9,不明,4,9,不明,11.50,軟岩､風化岩,1,,,11.50,青灰,9.15,30,3,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷拡幅(黒瀬～南郷)地質調査業務委託,01,01,54363257004,11,136,20,37.27674,36,18,10.58905,09,1,1,5436,32,67,建設省北陸地方建設局金沢工事事務所,1988-08-01,木村建設(株),不明,不明,不明,不明,8.27,21.5,1,0,不明,9,不明,2,9,不明,21.50,粘土混り礫質土,1,S-M,531213003,21.50,灰,20.75,31,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,南郷拡幅(黒瀬～南郷)地質調査業務委託,01,01,54363257006,11,136,20,31.77749,36,18,8.08918,09,1,1,5436,32,67,建設省北陸地方建設局金沢工事事務所,1988-08-01,木村建設(株),不明,不明,不明,不明,7.14,21,1,0,不明,9,不明,2,9,不明,21.00,粘土混り礫質土,1,S,531211000,21.00,褐灰,20.15,60,12,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(八幡地先)地質調査作業,01,01,54364379002,18,136,29,27.81426,36,24,5.05934,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-09-01,北国鑿泉株式会社,不明,不明,不明,不明,4.48,16,1,0,不明,9,不明,3,9,不明,16.00,軟岩､風化岩,1,,,16.00,不明,16.10,50,15,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,2.00,3.00,250,,
