no,data_name_e,file_name,jigyou_name,chousa_name,chousa_mokuteki,chousa_taishou,boring_name,hacchuu_kikan,start_date,end_date,bor_level,bor_length,pdf,test_xml,s_val1max,s_val4,s_val5,s_val6,s_val7,s_val8,s_val9,s_val10,s_val11,s_val12,bor_id,address,download_h,model,lng,lat
174,BOREHOLE_FUKUI,BED10418000013117,,(県単)地域防災基地(武生)建設工事地質調査委託,18,21,No.2,武生土木事務所,2001-11-22,2001-11-29,0,20.45,0,0,52,3.7,0000,000000,000000000,00000,0000,0000,0000,000,310658,武生市西尾町　地係,1,0,136.21999538889,35.892466583333
182,BOREHOLE_FUKUI,BED10418000010940,平成元年度九頭竜川流域下水道事業西部幹線土質調査委託,三国,18,21,三国10-2-(ⅲ)-A,福井県下水道建設事務所,1993-07-08,1993-07-08,6.17,5.5,0,0,7,1.03,0000,000000,000000000,00000,0000,0000,0000,000,309218,福井県坂井郡坂井町上関、金津町河原井手地係,1,0,136.23079861111,36.190998277778
183,BOREHOLE_FUKUI,BED10418000011036,小規模河川改修工事調査委託,越前森田,18,21,越前森田1-3-(ⅳ)-A,福井県福井土木工事事務所,1993-10-13,1993-10-18,13.11,15.02,0,0,60,1.2,0000,000000,000000000,00000,0000,0000,0000,000,309308,福井市八幡町地係,1,0,136.14204861111,36.114053833333
184,BOREHOLE_FUKUI,BED10418000011076,小規模河川改修工事調査委託,越前森田,18,21,越前森田8-5-(ⅲ)-D,福井県福井土木工事事務所,1989-11-27,1990-03-26,5.93,18.5,0,0,38,1.15,0000,111100,000000000,00000,0000,0000,0000,000,309340,坂井郡春江町　亀ヶ久保～沖布目　地係,1,0,136.23253472222,36.133298611111
185,BOREHOLE_FUKUI,BED10418000011789,,通常砂防工事　地質調査業務委託,09,01,Bv-1,福井県鯖江土木事務所,2003-12-19,2003-12-25,88.25,13,0,0,59,4.7,0000,000000,000000000,00000,0000,0000,0000,000,309755,鯖江市　別司町　地係,1,0,136.25320791667,35.955482972222
186,BOREHOLE_FUKUI,18000230651601478-BED0001,,通常砂防事業(防災・安全交付金)地質調査業務委託28-2,09,01,BV-1(軸中心),福井県福井土木事務所,2016-08-10,2017-01-31,163.51,10.05,0,0,50,1.57,0000,000000,000000000,00000,0000,0000,0000,000,311066,杉谷川 福井市 宇坂大谷町,1,0,136.33452555556,36.039538722222
187,BOREHOLE_FUKUI,BED10418000011835,,(県単）道路改良工事（ゼロ県債）土質調査業務委託,18,21,B.15-1,福井県勝山土木事務所,2004-02-13,2004-04-27,200.67,5.5,0,0,50,2.37,0000,111100,000000000,00000,0000,0000,0000,000,309795,一般国道416号　勝山市野向町北野津又,1,0,136.49494444444,36.104861111111
188,BOREHOLE_FUKUI,18000210671800637-BED0001,,平成30年度 復旧治山工事 治山調査・測量・設計業務委託,99,13,H30-BV1,福井県丹南農林総合事務所,2018-07-05,2018-07-12,159.45,18.5,0,0,50,3.21,0000,000000,000000000,00000,0000,0000,0000,000,311041,福井県南条郡南越前町大谷(堂谷)地係,1,0,136.0998,35.783322222222
189,BOREHOLE_FUKUI,BED10418000011509,,（県単）橋梁整備工事土質調査委託その1,18,21,Bo-1,福井県朝日土木事務所,2003-02-04,2003-03-20,14.56,17.5,0,0,60,2.9,0000,111100,110000000,00000,0000,0000,0000,000,309635,主要地方道福井朝日武生線　丹生郡朝日町市地係,1,0,136.13602083333,35.98650625
253,BOREHOLE_FUKUI,18000230751504854-BED0004,,(県単)道路防災対策工事(ゼロ県債)測量調査設計業務委託,09,13,BV-4,福井県三国土木事務所,2016-02-27,2016-03-05,195.18,28,0,0,50,1.1,0000,000000,000000000,00000,0000,0000,0000,000,311120,国道364号坂井市丸岡町上久米田地係,1,0,136.31956944444,36.119986111111
263,BOREHOLE_FUKUI,18000230751504854-BED0005,,(県単)道路防災対策工事(ゼロ県債)測量調査設計業務委託,09,13,BV-5,福井県三国土木事務所,2016-02-28,2016-03-05,200.86,26,0,0,50,-0.2,0000,000000,000000000,00000,0000,0000,0000,000,311121,国道364号坂井市丸岡町上久米田地係,1,0,136.31946388889,36.119997222222
264,BOREHOLE_FUKUI,18000230751803729-BED0001,,(県単)道路維持修繕工事　測量設計業務委託30-03-6831,01,01,BNo.1,福井県三国土木事務所,2018-07-07,2018-10-31,2.54,8.43,0,0,50,2.3,0000,111100,000000000,00000,0000,0000,0000,000,311136,一般国道305号　あわら市浜坂地係,1,0,136.25074166667,36.282352777778
265,BOREHOLE_FUKUI,18000230651602647-BED0002,,(県単)道路防災対策工事　測量・調査・設計業務委託E28-6,01,13,BV-2,福井県福井土木事務所,2016-11-10,2017-03-24,132.82,15,0,0,50,3.95,0000,000000,000000000,00000,0000,0000,0000,000,311074,主要地方道　武生美山線　福井市蔵作町地係,1,0,136.36532533333,35.9832615
266,BOREHOLE_FUKUI,18000210671704151-BED0002,,平成28年度 中山間地域総合整備事業(一般型) 南越前東部地区 業務委託5号,65,01,B2,福井県丹南農林総合事務所,2018-02-26,2018-02-28,189.92,10,0,0,50,2.8,0000,000000,000000000,00000,0000,0000,0000,000,311038,南条郡南越前町孫谷,1,0,136.17895,35.745083333333
267,BOREHOLE_FUKUI,18000210671704151-BED0003,,平成28年度 中山間地域総合整備事業(一般型) 南越前東部地区 業務委託5号,65,01,B3,福井県丹南農林総合事務所,2018-02-28,2018-03-05,185.66,9,0,0,50,2.6,0000,000000,000000000,11111,0000,0000,0000,000,311039,南条郡南越前町孫谷,1,0,136.18208055556,35.745363888889
268,BOREHOLE_FUKUI,18000210671704151-BED0004,,平成28年度 中山間地域総合整備事業(一般型) 南越前東部地区 業務委託5号,65,01,B4,福井県丹南農林総合事務所,2018-03-12,2018-03-16,185.44,8,0,0,50,2.45,0000,000000,000000000,11111,0000,0000,0000,000,311040,南条郡南越前町孫谷,1,0,136.18239166667,35.745319444444
817,BOREHOLE_FUKUI,18000230651800193-BED0007,,急傾斜地崩壊対策工事(防災・安全交付金)地質調査業務委託30-07-3201,09,13,B.No.7,福井県福井土木事務所,2018-06-07,2018-10-19,12.06,9.45,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,311114,西木田第2地区　福井市　西木田4丁目,1,0,136.20861111111,36.053825
852,BOREHOLE_FUKUI,18000230811700266-BED0002,,急傾斜総合流域防災工事（防災・安全交付金）地質調査業務委託,18,01,Bo.4,福井県奥越土木事務所,2017-05-26,2017-11-27,245.04,10,0,0,-9999,-9999,0000,000000,000000000,00000,0000,0000,0000,000,311152,勝山市村岡町暮見,1,0,136.52828863889,36.083138
855,BOREHOLE_FUKUI,BED10418000012138,災害関連緊急砂防事業,災害関連緊急砂防事業　測量・調査・設計業務委託,09,10,B-1,福井県　鯖江土木事務所,2004-12-03,2004-12-07,139.27,6,0,0,50,2.8,0000,000000,000000000,00000,0000,0000,1100,110,310079,三ツ俣川　鯖江市　上河内町　地係,1,0,136.32077777778,35.94125
857,BOREHOLE_FUKUI,BED10418000012283,基幹河川改修工事(治水特別会計),地質調査業務委託　委託その33,08,12,0.2k(R-内),福井県 福井土木事務所,2004-09-17,2005-03-25,10.32,19.5,0,0,19,4.2,0000,111100,000000000,11001,0000,0000,0000,000,310219,一級河川 足羽川　福井市勝見3丁目 他,1,0,136.18636111111,36.073611111111
858,BOREHOLE_FUKUI,BED10418000012431,小山谷川,砂防激甚災害対策特別緊急事業土質調査業務委託,09,10,OB-1,福井県今立土木事務所,2005-07-01,2005-07-02,105.34,9,0,0,50,1.95,0000,000000,000000000,00000,0000,0000,1100,111,310361,福井県今立郡今立町清根,1,0,136.30666666667,35.938194444444
859,BOREHOLE_FUKUI,BED10418000012935,,急傾斜地崩壊対策工事　地質調査業務委託　その2,18,11,B-2,福井県 福井土木事務所,2006-05-24,2006-09-29,8.14,5,0,0,21,3.1,0000,000000,000000000,00000,0000,0000,1100,111,310581,福井県福井市竹生町　地係　(竹生第3地区),1,0,136.15531111111,36.048736111111
860,BOREHOLE_FUKUI,18000103101703337-BED0004,,養殖振興のための地下海水調査事業水質調査業務委託,18,17,B-7’,福井県嶺南振興局,2018-02-16,2018-02-26,2.01,29.2,0,0,50,2.05,0000,000000,000000000,00000,0000,0000,0000,000,310946,大島地区　大飯郡おおい町地係,1,0,135.63277941667,35.520753972222
861,BOREHOLE_FUKUI,18000210671701262-BED0003,,平成29年度 農村災害対策整備事業 論手地区業務委託第3号,83,07,No.3,福井県丹南農林総合事務所　整備保全課,2017-07-14,2017-12-22,11.09,10.34,0,0,50,2.45,0000,111100,000000000,00000,0000,0000,0000,000,311031,論手地区　鯖江市石田下町,1,0,136.14755555556,35.977133333333
868,BOREHOLE_FUKUI,BED10418000012867,平成17年度　地すべり対策事業,鎌倉2期地区委託第1号　調査・測量業務,18,13,No.17孔,福井県嶺南振興局農村整備部,2005-09-30,2006-03-28,128.24,30,0,0,50,1.32,0000,000000,000000000,00000,0000,0000,1100,111,310548,福井県大飯郡高浜町　鎌倉地係,1,0,135.45833333333,35.520555555556
870,BOREHOLE_FUKUI,BED10418000012869,平成17年度　地すべり対策事業,鎌倉2期地区委託第1号　調査・測量業務,18,13,No.19孔,福井県嶺南振興局農村整備部,2005-09-30,2006-03-28,156.72,25,0,0,50,1.9,0000,000000,000000000,00000,0000,0000,1100,110,310550,福井県大飯郡高浜町　鎌倉地係,1,0,135.45611111111,35.519722222222
871,BOREHOLE_FUKUI,BED10418000011048,小規模河川改修工事調査委託,越前森田,18,21,越前森田5-8-(ⅲ)-B,福井県福井土木工事事務所,1982-12-24,1982-12-25,3.7,10.5,0,0,29,1.1,0000,111100,000000000,00000,0000,0000,0000,000,309320,,1,0,136.19211805556,36.158159722222
872,BOREHOLE_FUKUI,BED10418000012870,平成17年度　地すべり対策事業,鎌倉2期地区委託第1号　調査・測量業務,18,13,No.20孔,福井県嶺南振興局農村整備部,2005-09-30,2006-03-28,135.85,25,0,0,50,1.53,0000,000000,000000000,00000,0000,0000,1100,110,310551,福井県大飯郡高浜町　鎌倉地係,1,0,135.4575,35.519722222222
875,BOREHOLE_FUKUI,BED10418000013002,道路改良工事（地域連携推進（国道））調査業務委託,道路改良工事（地域連携推進（国道））調査業務委託,01,01,B.18-5,福井県大野土木事務所,2006-07-18,2006-10-31,587.33,7,0,0,50,3.18,0000,000000,000000000,00000,0000,0000,0000,000,310611,一般国道157号線 大野市熊河地係,1,0,136.44547777778,35.827158333333
876,BOREHOLE_FUKUI,BED10418000013003,道路改良工事（地域連携推進（国道））調査業務委託,道路改良工事（地域連携推進（国道））調査業務委託,01,01,B.18-6,福井県大野土木事務所,2006-07-18,2006-10-31,589.68,9,0,0,-9999,3.1,0000,000000,000000000,00000,0000,0000,0000,000,310612,一般国道157号線 大野市熊河地係,1,0,136.44563611111,35.826361111111
877,BOREHOLE_FUKUI,BED10418000013007,,道路維持修繕（305号）,01,13,B-1,武生土木事務所,2006-08-03,2006-08-04,163.72,5,0,0,50,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310613,福井県南条郡南越前町河内,1,0,136.11636111111,35.807055555556
879,BOREHOLE_FUKUI,BED10418000013047,総合流域防災工事堤防質的強化調査設計業務委託,総合流域防災工事堤防質的強化調査設計業務委託,08,09,L4.6k-1,福井県大野土木事務所,2006-07-18,2006-12-14,178.49,5.5,0,0,50,5.1,0000,111100,000000000,00000,0000,0000,0000,000,310632,福井県大野市吉野町,1,0,136.50688888889,35.983666666667
1047,BOREHOLE_FUKUI,BED10418000013048,総合流域防災工事堤防質的強化調査設計業務委託,総合流域防災工事堤防質的強化調査設計業務委託,08,09,R3.4k-1,福井県大野土木事務所,2006-07-18,2006-12-14,171.13,5.5,0,0,40,3.44,0000,111100,000000000,00000,0000,0000,0000,000,310633,福井県大野市友江,1,0,136.5025,35.993111111111
1048,BOREHOLE_FUKUI,BED10418000013049,総合流域防災工事堤防質的強化調査設計業務委託,総合流域防災工事堤防質的強化調査設計業務委託,08,09,R4.2k-1,福井県大野土木事務所,2006-07-18,2006-12-14,176.21,5.5,0,0,50,4.38,0000,111100,000000000,00000,0000,0000,0000,000,310634,福井県大野市中挟,1,0,136.50611111111,35.987027777778
1050,BOREHOLE_FUKUI,BED10418000013050,,道路改良工事（地域連携推進（国道））　地質調査設計業務委託　その1,01,11,BV-1,武生土木事務所,2006-12-01,2006-12-03,106.31,20,0,0,50,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310635,福井県南条郡南越前町河内,1,0,136.10618791667,35.817927138889
1051,BOREHOLE_FUKUI,BED10418000013051,,道路改良工事（地域連携推進（国道））　地質調査設計業務委託　その1,01,11,BV-2,武生土木事務所,2006-11-27,2006-11-29,108.97,22,0,0,50,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310636,福井県南条郡南越前町河内,1,0,136.103607758949,35.8211527403097
1052,BOREHOLE_FUKUI,BED10418000013052,,道路改良工事（地域連携推進（国道））　地質調査設計業務委託　その1,01,11,BV-3,武生土木事務所,2006-11-12,2006-11-30,135.2,31,0,0,50,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310637,福井県南条郡南越前町河内,1,0,136.10638316667,35.818243472222
1053,BOREHOLE_FUKUI,BED10418000013053,,道路改良工事（地域連携推進（国道））　地質調査設計業務委託　その1,01,11,BV-4,武生土木事務所,2006-11-11,2006-11-24,137.12,29,0,0,50,9.8,0000,000000,000000000,00000,0000,0000,0000,000,310638,福井県南条郡南越前町河内,1,0,136.10674158333,35.81835525
1054,BOREHOLE_FUKUI,BED10418000013055,(県単)7月豪雨関連災害緊急工事(道路),(県単)7月豪雨関連災害緊急工事(道路)地質調査業務委託,01,01,No.1,福井県朝日土木事務所,2006-11-07,2006-11-11,7.95,10,0,0,-9999,7.05,0000,000000,110111110,00000,0000,0000,1100,111,310639,福井県丹生郡越前町午房ヶ平(一般国道305号),1,0,136.01111111111,35.872833333333
1055,BOREHOLE_FUKUI,BED10418000013066,,エネルギー研究センター(仮称)建設工事地質調査委託,18,21,No.6,福井県　営繕課,1995-10-26,1995-10-28,112.07,13.4,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310647,福井県敦賀市長谷地係,1,0,136.0456235,35.602025694444
1056,BOREHOLE_FUKUI,BED10418000013068,,エネルギー研究センター(仮称)建設工事地質調査委託,18,21,No.7,福井県　営繕課,1995-10-20,1995-10-23,95.36,10,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310648,福井県敦賀市長谷地係,1,0,136.04629869444,35.602035972222
1057,BOREHOLE_FUKUI,BED10418000013069,,エネルギー研究センター(仮称)建設工事地質調査委託,18,21,No.8,福井県　営繕課,1995-10-19,1995-10-20,99.03,10.25,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310649,福井県敦賀市長谷地係,1,0,136.04604122222,35.602215944444
1058,BOREHOLE_FUKUI,BED10418000013070,,エネルギー研究センター(仮称)建設工事地質調査委託,18,21,No.9,福井県　営繕課,1995-12-21,1996-01-08,102.75,12.15,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310650,福井県敦賀市長谷地係,1,0,136.04578347222,35.602165666667
1105,BOREHOLE_FUKUI,BED10418000013072,,敦賀合同庁舎第一工区新築に伴う敷地調査,18,21,No.1,福井県土木部建築課,1972-06-07,1972-06-10,0,20.1,0,0,55,1,0000,110100,000000000,00000,0000,0000,0000,000,310651,敦賀市松島町40-6,1,0,136.05791683333,35.642813805556
1144,BOREHOLE_FUKUI,BED10418000013073,,敦賀合同庁舎第一工区新築に伴う敷地調査,18,21,No.2,福井県土木部建築課,1972-06-07,1972-08-10,0,20.3,0,0,58,1,0000,110100,000000000,00000,0000,0000,0000,000,310652,敦賀市松島町40-6,1,0,136.05697697222,35.642837944444
1145,BOREHOLE_FUKUI,BED10418000013129,,原子力環境安全センター(仮称)新築工事地質調査委託,18,21,No.1,福井県土木部営繕課,1993-06-22,1993-08-31,0.39,16,0,0,53,3.2,0000,111100,000000000,00000,0000,0000,0000,000,310666,敦賀市古河37-1(財)福井原子力センター,1,0,136.082164,35.634273694444
1146,BOREHOLE_FUKUI,BED10418000013130,,原子力環境安全センター(仮称)新築工事地質調査委託,18,21,No.2,福井県土木部営繕課,1993-06-22,1993-08-31,-0.1,20,0,0,60,6.75,0000,111100,000000000,00000,0000,0000,0000,000,310667,敦賀市古河37-1(財)福井原子力センター,1,0,136.08194236111,35.634283972222
1220,BOREHOLE_FUKUI,BED10418000013131,,原子力環境安全センター(仮称)新築工事地質調査委託,18,21,No.3,福井県土木部営繕課,1993-06-22,1993-08-31,-0.11,11,0,0,52,5.6,0000,111100,000000000,00000,0000,0000,0000,000,310668,敦賀市古河37-1(財)福井原子力センター,1,0,136.08195486111,35.634082888889
1221,BOREHOLE_FUKUI,BED10418000013132,,原子力環境安全センター(仮称)新築工事地質調査委託,18,21,No.4,福井県土木部営繕課,1993-06-22,1993-08-31,-0.17,13,0,0,52,3.7,0000,111100,000000000,00000,0000,0000,0000,000,310669,敦賀市古河37-1(財)福井原子力センター,1,0,136.0821515,35.634082888889
1222,BOREHOLE_FUKUI,BED10418000013133,,マリンパーク(仮称)建設工事地質調査委託,18,21,B-1,福井県土木部営繕課,1996-10-01,1996-10-08,5.34,33.45,0,0,50,1.9,0000,000000,000000000,00000,0000,0000,0000,000,310670,福井県三方郡三方町食見地係,1,0,135.84127313889,35.564002888889
1224,BOREHOLE_FUKUI,BED10418000013134,,マリンパーク(仮称)建設工事地質調査委託,18,21,B-2,福井県土木部営繕課,1996-09-05,1996-09-07,5.41,24.13,0,0,50,1.59,0000,000000,000000000,00000,0000,0000,0000,000,310671,福井県三方郡三方町食見地係,1,0,135.84157175,35.564679472222
1225,BOREHOLE_FUKUI,BED10418000013135,,マリンパーク(仮称)建設工事地質調査委託,18,21,B-3,福井県土木部営繕課,1996-09-09,1996-09-12,5.41,31.03,0,0,50,1.69,0000,000000,000000000,00000,0000,0000,0000,000,310672,福井県三方郡三方町食見地係,1,0,135.84208561111,35.564462833333
1226,BOREHOLE_FUKUI,BED10418000013136,,マリンパーク(仮称)建設工事地質調査委託,18,21,B-4,福井県土木部営繕課,1996-09-13,1996-09-26,5.43,34.42,0,0,51,1.56,0000,000000,000000000,00000,0000,0000,0000,000,310673,福井県三方郡三方町食見地係,1,0,135.84183644444,35.564111194444
1227,BOREHOLE_FUKUI,BED10418000013137,,自然保護センター建設に伴う地質調査委託,18,21,No.1,福井県土木部営繕課,1988-08-02,1988-09-10,545.75,14.45,0,0,50,3.3,0000,111100,000000000,00000,0000,0000,0000,000,310674,大野市六呂師　地係,1,0,136.5804405,36.020287388889
1228,BOREHOLE_FUKUI,BED10418000013138,,自然保護センター建設に伴う地質調査委託,18,21,No.2,福井県土木部営繕課,1988-08-02,1988-09-10,547.19,8,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310675,大野市六呂師　地係,1,0,136.58116038889,36.020415694444
1229,BOREHOLE_FUKUI,BED10418000013139,,自然保護センター建設に伴う地質調査委託,18,21,No.3,福井県土木部営繕課,1988-08-02,1988-09-10,551.01,20,0,0,50,5.3,0000,111100,000000000,00000,0000,0000,0000,000,310676,大野市六呂師　地係,1,0,136.58178891667,36.020763444444
1230,BOREHOLE_FUKUI,BED10418000013140,,自然保護センター建設に伴う地質調査委託,18,21,No.4,福井県土木部営繕課,1988-08-02,1988-09-10,549.76,8,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310677,大野市南六呂師　地係,1,0,136.58116038889,36.020800111111
1231,BOREHOLE_FUKUI,BED10418000013143,,敦賀産業技術専門学院地質調査委託,18,21,BV-1,福井県土木営繕課,1999-11-30,2000-01-31,9.26,14,0,0,53,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310678,敦賀市　道口19,1,0,136.07513,35.626407888889
1232,BOREHOLE_FUKUI,BED10418000013144,,敦賀産業技術専門学院地質調査委託,18,21,BV-2,福井県土木営繕課,1999-11-30,2000-01-31,9.25,8,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310679,敦賀市　道口19,1,0,136.07526747222,35.626222638889
1233,BOREHOLE_FUKUI,BED10418000013145,,敦賀産業技術専門学院地質調査委託,18,21,BV-3,福井県土木営繕課,1999-11-30,2000-01-31,9.15,8,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310680,敦賀市　道口19,1,0,136.07548469444,35.626014305556
1234,BOREHOLE_FUKUI,BED10418000013146,,敦賀産業技術専門学院地質調査委託,18,21,BV-4,福井県土木営繕課,1999-11-30,2000-01-31,9.12,8,0,0,60,-9999,0000,000000,000000000,00000,0000,0000,0000,000,310681,敦賀市　道口19,1,0,136.07528497222,35.6258735
1235,BOREHOLE_FUKUI,BED10418000013150,,生きがい交流センター(仮称)建設工事地質調査委託,18,21,B.No-2,福井県土木部営繕課,1996-09-02,1996-10-31,65.27,23,0,0,60,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310683,福井県丹生郡清水町島寺、真栗地係,1,0,136.13919205556,36.014178722222
1237,BOREHOLE_FUKUI,BED10418000013151,,生きがい交流センター(仮称)建設工事地質調査委託,18,21,B.No-3,福井県土木部営繕課,1996-09-02,1996-10-31,65.72,25,0,0,50,17.4,0000,111100,000000000,00000,0000,0000,0000,000,310684,福井県丹生郡清水町島寺、真栗地係,1,0,136.13964344444,36.012979416667
1238,BOREHOLE_FUKUI,BED10418000013152,,生きがい交流センター(仮称)建設工事地質調査委託,18,21,B.No-4,福井県土木部営繕課,1996-09-02,1996-10-31,65.07,29,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,310685,福井県丹生郡清水町島寺、真栗地係,1,0,136.14103827778,36.013013055556
1239,BOREHOLE_FUKUI,BED10418000013158,,県民健康センターボーリング調査委託,18,21,BV-1,福井県土木部営繕課,1991-07-12,1991-08-31,66.97,14,0,0,53,2.6,0000,110100,000000000,00000,0000,0000,0000,000,310686,丹生郡清水町坪谷・真栗・島寺,1,0,136.13765344444,36.018682333333
1240,BOREHOLE_FUKUI,BED10418000013159,,県民健康センターボーリング調査委託,18,21,No.2,福井県土木部営繕課,1991-07-12,1991-08-31,70.94,23,0,0,50,6.3,0000,110100,000000000,00000,0000,0000,0000,000,310687,丹生郡清水町坪谷・真栗・島寺,1,0,136.13834808333,36.018697333333
1241,BOREHOLE_FUKUI,BED10418000013160,,県民健康センターボーリング調査委託,18,21,No.3,福井県土木部営繕課,1991-07-12,1991-08-31,77.5,28,0,0,55,9.4,0000,000000,000000000,00000,0000,0000,0000,000,310688,丹生郡清水町坪谷・真栗・島寺,1,0,136.13909688889,36.018697333333
1242,BOREHOLE_FUKUI,BED10418000013161,,県民健康センターボーリング調査委託,18,21,No.4,福井県土木部営繕課,1991-07-12,1991-08-31,73.95,16.5,0,0,69,-9999,0000,110100,000000000,00000,0000,0000,0000,000,310689,丹生郡清水町坪谷・真栗・島寺,1,0,136.13712347222,36.019291416667
1243,BOREHOLE_FUKUI,BED10418000013162,,県民健康センターボーリング調査委託,18,21,No.5,福井県土木部営繕課,1991-07-12,1991-08-31,70.96,16,0,0,54,1.4,0000,110100,000000000,00000,0000,0000,0000,000,310690,丹生郡清水町坪谷・真栗・島寺,1,0,136.13766175,36.019276138889
1247,BOREHOLE_FUKUI,BED10418000013163,,県民健康センターボーリング調査委託,18,21,No.6,福井県土木部営繕課,1991-01-02,1991-08-31,73.18,21,0,0,55,1.2,0000,110100,000000000,00000,0000,0000,0000,000,310691,丹生郡清水町坪谷・真栗・島寺,1,0,136.13835694444,36.019328638889
1248,BOREHOLE_FUKUI,BED10418000013164,,県民健康センターボーリング調査委託,18,21,BV-7,福井県土木部営繕課,1991-07-12,1991-08-31,80.08,27.14,0,0,50,11,0000,111100,000000000,00000,0000,0000,0000,000,310692,丹生郡清水町坪谷・真栗・島寺,1,0,136.13908797222,36.019283666667
1250,BOREHOLE_FUKUI,BED10418000013166,,県民健康センターボーリング調査委託,18,21,BV-9,福井県土木部営繕課,1991-07-12,1991-08-31,72.34,17,0,0,60,3.6,0000,110100,000000000,00000,0000,0000,0000,000,310694,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.13769922222,36.019952722222
1251,BOREHOLE_FUKUI,BED10418000013167,,県民健康センターボーリング調査委託,18,21,BV-10,福井県土木部営繕課,1991-07-12,1991-08-31,75.49,19.3,0,0,60,-9999,0000,110100,000000000,00000,0000,0000,0000,000,310695,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.13830163889,36.019945222222
2207,BOREHOLE_FUKUI,BED10418000013168,,県民健康センターボーリング調査委託,18,21,BV-11,福井県土木部営繕課,1991-07-12,1991-08-31,81.36,27.07,0,0,50,10,0000,111100,000000000,00000,0000,0000,0000,000,310696,丹生郡清水町坪谷・真栗・島寺地係,1,0,136.13907822222,36.019930527778
2208,BOREHOLE_FUKUI,BED10418000013169,,県民健康センターボーリング調査委託,18,21,BV-12,福井県土木部営繕課,1991-07-12,1991-08-31,80.21,25,0,0,60,4.2,0000,110100,000000000,00000,0000,0000,0000,000,310697,清水町坪谷・真栗・島寺地係,1,0,136.13838438889,36.020427944444
2209,BOREHOLE_FUKUI,BED10418000013170,,県民健康センターボーリング調査委託,18,21,BV-13,福井県土木部営繕課,1991-07-12,1991-08-31,72.2,16,0,0,50,-9999,0000,110100,000000000,00000,0000,0000,0000,000,310698,"丹生郡清水町坪谷,真栗,島寺",1,0,136.13706822222,36.018727027778
2224,BOREHOLE_FUKUI,BED10418000013182,,児童科学館(仮称)建設工事地質調査委託,18,21,B.No-1,福井県土木部営繕課,1995-03-17,1995-03-30,5.5,36,0,0,68,1.05,0000,111100,000000000,00000,0000,0000,0000,000,310705,坂井郡春江町東太郎丸地係,1,0,136.21677791667,36.131801611111
2231,BOREHOLE_FUKUI,BED10418000013183,,児童科学館(仮称)建設工事地質調査委託,18,21,B.No-2,福井県土木部営繕課,1995-03-17,1995-03-30,5.55,37.1,0,0,61,3.65,0000,111100,110000000,00000,0000,0000,0000,000,310706,坂井郡春江町東太郎地係,1,0,136.21676155556,36.131463027778
2234,BOREHOLE_FUKUI,BED10418000013184,,児童科学館(仮称)建設工事地質調査委託,18,21,B.No-3,福井県土木部営繕課,1995-03-17,1995-03-30,5.4,38.28,0,0,60,2.35,0000,111100,110000000,00000,0000,0000,0000,000,310707,坂井郡春江町東太郎地係,1,0,136.21599444444,36.13100225
2235,BOREHOLE_FUKUI,BED10418000013185,,児童科学館(仮称)建設工事地質調査委託,18,21,B.No-4,福井県土木部営繕課,1995-03-17,1995-03-30,5.5,32.45,0,0,50,1.2,0000,111101,000000000,00000,0000,0000,0000,000,310708,坂井郡春江町東太郎丸地係,1,0,136.21681158333,36.130948388889
2236,BOREHOLE_FUKUI,BED10418000013186,,児童科学館(仮称)建設工事地質調査委託,18,21,B.No-5,福井県土木部営繕課,1995-03-17,1995-03-30,5.6,35.1,0,0,60,2.45,0000,111100,110000000,00000,0000,0000,0000,000,310709,坂井郡春江町東太郎丸地係,1,0,136.21744538889,36.131083944444
2237,BOREHOLE_FUKUI,BED10418000013187,,児童科学館(仮称)建設工事地質調査委託,18,21,B.No-6,福井県土木部営繕課,1995-03-17,1995-03-30,5.55,37.03,0,0,60,1.6,0000,111100,000000000,00000,0000,0000,0000,000,310710,坂井郡春江町東太郎丸地係,1,0,136.21599447222,36.130339277778
2238,BOREHOLE_FUKUI,BED10418000013188,,児童科学館(仮称)建設工事地質調査委託,18,21,B.No-7,福井県土木部営繕課,1995-03-17,1995-03-31,5.5,33.2,0,0,60,0.5,0000,111100,000000000,00000,0000,0000,0000,000,310711,坂井郡春江町東太郎丸地係,1,0,136.21684438889,36.130257361111
